haircut_name,face_shape,gender,hair_ratio,vertical_extent,hair_width,coverage_top,texture_estimate
Side Part,S,Male,0.4384692646002662,0.04375,192,0.0416666666666666,19.624951229028483
Side Part,S,Male,0.522045247700127,0.0875,191,0.0,22.068999507146376
Side Part,S,Male,0.5607957075802082,0.1083333333333333,204,0.0,19.71249047981721
Side Part,S,Male,0.5429009130524981,0.0979166666666666,197,0.0,20.555113805784718
Side Part,S,Male,0.5752118932362362,0.1083333333333333,189,0.0,21.985777341834236
Side Part,S,Male,0.5336565089205718,0.0875,186,0.0,19.02360184710108
Side Part,S,Male,0.5654952958748519,0.0958333333333333,190,0.0,21.339770669885336
Side Part,S,Male,0.6389613620184413,0.1083333333333333,203,1.25390625,22.72845275181724
Side Part,S,Male,0.5656049913430797,0.0979166666666666,202,1.49609375,22.49868050668543
Side Part,S,Male,0.5741522607384855,0.1083333333333333,201,1.4453125,25.099888536397152
Side Part,S,Male,0.6995307493637976,0.1333333333333333,202,1.453125,23.786037546094537
Side Part,S,Male,0.688408464362739,0.1083333333333333,202,1.36328125,24.100401606425702
Side Part,S,Male,0.6872642059214248,0.1104166666666666,203,1.4036458333333333,25.45522949586155
Side Part,S,Male,0.6474104387356208,0.0979166666666666,202,0.9700520833333334,24.071894863425527
Side Part,S,Male,0.6719324925178795,0.1083333333333333,201,0.9427083333333334,22.01619396975933
Side Part,S,Male,0.6200640787312579,0.0833333333333333,203,0.5729166666666666,25.21001079106832
Side Part,S,Male,0.6805814386466514,0.1166666666666666,202,0.4713541666666667,25.425097911227155
Side Part,S,Male,1.3686632738831248,0.5166666666666667,222,7.734375,39.465725806451616
Side Part,S,Male,0.6058356635981894,0.1,222,8.119791666666666,39.20238741182854
Side Part,S,Male,0.6180839786671947,0.1083333333333333,216,8.145833333333332,39.41766438914311
Side Part,S,Male,0.616552178614121,0.1041666666666666,216,7.475260416666667,40.11529592621061
Side Part,S,Male,0.6412579588614503,0.1020833333333333,213,7.44921875,40.565192158885736
Side Part,S,Male,0.6479993407804796,0.1041666666666666,212,7.583333333333334,38.8859163004013
Side Part,S,Male,0.6562130222079496,0.1145833333333333,213,7.282552083333334,39.39955710218285
Side Part,S,Male,0.6413847554138699,0.1104166666666666,213,7.321614583333333,38.71499905189305
Side Part,S,Male,0.6502802603154976,0.1208333333333333,213,6.557291666666666,39.273746616832064
Side Part,S,Male,0.6507136615520781,0.11875,214,6.412760416666667,40.706301792252845
Side Part,S,Male,0.5402637025637468,0.125,217,2.095052083333333,16.315077508043288
Side Part,S,Male,0.5610259073346311,0.1375,216,3.1484375,17.64069106283715
Side Part,S,Male,0.505245599117619,0.1270833333333333,214,3.625,15.921072007068178
Side Part,S,Male,0.5261151143796282,0.1291666666666666,213,3.661458333333333,16.584744492731904
Side Part,S,Male,0.5187618551749823,0.1291666666666666,211,3.434895833333333,16.575773665048544
Side Part,S,Male,0.522283052359838,0.1291666666666666,212,3.361979166666667,16.385082004044037
Side Part,S,Male,0.522060344496771,0.1270833333333333,211,3.1197916666666665,16.830659265455097
Side Part,S,Male,0.5362100509689225,0.1375,213,3.4049479166666665,15.782628195544923
Side Part,S,Male,0.5392667545954151,0.1375,212,2.9088541666666665,16.58818202399819
Side Part,S,Male,0.542941508280221,0.1395833333333333,212,2.71484375,15.572665662650602
Side Part,R,Male,0.5464923260255259,0.1395833333333333,188,1.5989583333333337,20.336086585018517
Side Part,R,Male,0.552849848972488,0.15,190,1.5572916666666667,19.360850358917727
Side Part,R,Male,0.5271514753961876,0.1229166666666666,186,1.296875,19.33626661673844
Side Part,R,Male,0.6296868374115085,0.1333333333333333,187,1.3723958333333333,21.77842972897457
Side Part,R,Male,0.6141433373678042,0.125,186,1.4283854166666667,20.652024708304737
Side Part,R,Male,0.5721698699214347,0.1083333333333333,188,1.4609375,19.831973115698517
Side Part,R,Male,0.6034914275087337,0.125,188,1.4596354166666667,21.31967213114754
Side Part,R,Male,0.5537286954261413,0.09375,189,1.2161458333333333,19.800995024875625
Side Part,R,Male,0.5975267099838393,0.1145833333333333,188,0.9713541666666669,19.50737463126844
Side Part,R,Male,0.5747715964852966,0.1125,192,1.1666666666666667,20.384542526993748
Side Part,S,Male,1.0172472467760971,0.1333333333333333,289,24.24609375,19.02030304043884
Side Part,S,Male,0.6133630218687736,0.15,292,23.51692708333333,20.375566056310294
Side Part,S,Male,0.5534732953085739,0.1645833333333333,291,23.02734375,20.018095676778312
Side Part,S,Male,0.5226175924206183,0.175,296,23.35546875,19.78106796116505
Side Part,S,Male,0.5225317426024435,0.175,288,24.80598958333333,19.80546849670377
Side Part,S,Male,0.520275268296233,0.1854166666666666,289,25.838541666666664,20.342706208833462
Side Part,S,Male,0.5305126379776282,0.1833333333333333,293,26.02734375,20.885969815539408
Side Part,S,Male,0.5317482951836496,0.1895833333333333,294,24.82421875,19.84004412575841
Side Part,S,Male,0.5141192965293984,0.18125,295,25.149739583333336,19.868922546647664
Side Part,S,Male,0.5042964108646864,0.16875,291,25.203125,19.832751898214653
Side Part,S,Male,0.4427520462479846,0.1541666666666666,252,3.623697916666667,37.43694380254683
Side Part,S,Male,0.4974103668584628,0.125,251,3.654947916666667,34.760788958698114
Side Part,S,Male,0.5171255917886682,0.1145833333333333,248,2.9674479166666665,34.72014211533206
Side Part,S,Male,0.5207068015140495,0.1125,251,3.15234375,35.4553327734621
Side Part,S,Male,0.585680787072753,0.15625,247,2.579427083333333,33.130519586064906
Side Part,S,Male,0.525569554243342,0.1104166666666666,248,3.067708333333333,34.458724402730375
Side Part,S,Male,0.5374996160083361,0.1125,248,3.220052083333333,34.275846946606734
Side Part,S,Male,0.5210636733554518,0.10625,250,2.94921875,33.22938434335316
Side Part,S,Male,0.5586175589614212,0.1291666666666666,251,3.236979166666667,35.31312292358804
Side Part,S,Male,0.5419609494362938,0.1208333333333333,250,2.71875,36.24993479054724
Side Part,R,Male,0.4385227950251819,0.1375,191,0.0,17.315059959507863
Side Part,R,Male,0.450318825838189,0.1375,192,0.0,18.573416840640224
Side Part,R,Male,0.548505312136803,0.1354166666666666,192,0.0,16.9385715384024
Side Part,R,Male,0.6338585697596704,0.1375,193,0.0,17.020678120723733
Side Part,R,Male,0.716338809240022,0.125,193,0.0,18.32185039370079
Side Part,R,Male,0.6995653732222179,0.11875,194,0.0,19.08137173798601
Side Part,R,Male,0.7351041777644999,0.1125,194,0.0,18.72892153188938
Side Part,R,Male,0.7478440786557583,0.1145833333333333,193,0.0,19.407385124464163
Side Part,R,Male,0.7463114231999537,0.1083333333333333,194,0.0,18.032445923460894
Side Part,R,Male,0.7535531101568137,0.1208333333333333,194,0.0,18.381489841986458
Side Part,R,Male,0.6891234171250517,-0.0833333333333333,236,19.944010416666664,14.740134744947063
Side Part,R,Male,0.7719488296812678,-0.0708333333333333,236,19.682291666666664,15.075598844781698
Side Part,R,Male,0.7314724728794441,-0.05625,235,19.16927083333333,14.27682737169518
Side Part,R,Male,0.688146449221772,-0.0583333333333333,236,19.37630208333333,14.072847682119203
Side Part,R,Male,0.6345908735135557,-0.0416666666666666,235,19.39192708333333,13.83482604202549
Side Part,R,Male,0.7491317819209602,-0.0020833333333333,235,19.423177083333336,15.39677145284622
Side Part,R,Male,0.777879242440288,-0.0041666666666666,237,19.2265625,14.901567007976466
Side Part,R,Male,0.8559789050578945,0.0208333333333333,237,19.697916666666668,14.19687955999551
Side Part,R,Male,0.789920875400763,0.0625,236,19.40234375,14.742822966507177
Side Part,R,Male,0.6360234285558258,0.1208333333333333,236,19.377604166666668,14.924991476304124
Side Part,R,Male,0.531809793527958,0.1458333333333333,194,5.30859375,28.617784152025816
Side Part,R,Male,0.5168201960781682,0.1104166666666666,193,5.06640625,31.854273535149197
Side Part,R,Male,0.5360028786122224,0.09375,193,4.799479166666667,28.6003094015892
Side Part,R,Male,0.6019912514285888,0.0979166666666666,194,4.920572916666666,28.91789224228061
Side Part,R,Male,0.5945204299334234,0.1125,196,4.583333333333333,30.020775623268698
Side Part,R,Male,0.5790685328234757,0.0979166666666666,194,4.641927083333333,27.76363636363636
Side Part,R,Male,0.6212537476473372,0.1208333333333333,194,5.259114583333333,30.600726858120144
Side Part,R,Male,0.5897230520996463,0.10625,194,5.055989583333333,28.29489468047126
Side Part,R,Male,0.5854423637135037,0.1020833333333333,194,5.712239583333333,28.119035837986853
Side Part,R,Male,0.587557037964724,0.1083333333333333,195,5.005208333333333,29.459627329192543
Side Part,S,Male,0.7541531086329457,0.1625,301,26.072916666666668,18.35792230467045
Side Part,S,Male,0.8164980957359089,0.15625,304,25.743489583333336,18.276703258407387
Side Part,S,Male,0.921916962288713,0.1395833333333333,302,25.252604166666664,18.162728900698976
Side Part,S,Male,0.6592068208795309,0.1333333333333333,312,24.360677083333336,18.11859256524579
Side Part,S,Male,0.5485393885214941,0.1520833333333333,303,24.95442708333333,18.31454977401785
Side Part,S,Male,0.706324556111433,0.3416666666666667,325,24.82552083333333,16.959720079347587
Side Part,S,Male,0.8190540628692238,0.4458333333333333,321,24.4140625,15.074525745257452
Side Part,S,Male,0.5096660519403604,0.1604166666666666,304,23.345052083333336,17.90445695989022
Side Part,S,Male,0.8231850904428021,0.4458333333333333,314,23.247395833333336,17.028611364673665
Side Part,S,Male,0.525284274774041,0.1729166666666666,303,22.2734375,17.87530562347188
Side Part,S,Male,0.5849127939480783,0.1625,220,0.1614583333333333,16.133757961783438
Side Part,S,Male,0.7013885174352611,0.1583333333333333,217,0.6106770833333333,15.88949548192771
Side Part,S,Male,0.7303705516338278,0.1583333333333333,217,0.5182291666666666,17.02760946967331
Side Part,S,Male,0.748000369099618,0.1541666666666666,215,0.8346354166666667,17.055651839014057
Side Part,S,Male,0.7309521696361093,0.1479166666666666,214,0.98828125,17.675739181515567
Side Part,S,Male,0.7305428624664616,0.15,213,0.41015625,16.30639466457434
Side Part,S,Male,0.7636788195551103,0.1645833333333333,212,0.3307291666666667,15.290265253735273
Side Part,S,Male,0.7236567393026349,0.14375,214,0.5911458333333334,16.35830236651672
Side Part,S,Male,0.7630744393332013,0.1645833333333333,213,0.3372395833333333,14.918435534591197
Side Part,S,Male,0.734595707892241,0.15,213,0.3880208333333333,15.685354165299024
Side Part,S,Male,0.5464583347941836,0.0833333333333333,213,6.888020833333333,12.10740354535975
Side Part,S,Male,0.5314199413841441,0.13125,215,6.423177083333333,12.466666666666669
Side Part,S,Male,0.553838993213502,0.13125,215,6.921875,13.291744645456436
Side Part,S,Male,0.5662529086351068,0.1354166666666666,215,5.984375,12.76322156930522
Side Part,S,Male,0.5709489277133422,0.1375,213,5.85546875,13.099917252792718
Side Part,S,Male,0.5476008062889364,0.1354166666666666,215,5.807291666666667,11.816513125995703
Side Part,S,Male,0.5313963352229305,0.1333333333333333,214,5.4921875,12.43480032599837
Side Part,S,Male,0.5373409443692638,0.13125,216,6.34765625,13.560513447432765
Side Part,S,Male,0.532597320159005,0.125,214,6.220052083333334,13.480097765363128
Side Part,S,Male,0.54102530979638,0.13125,213,6.561197916666667,13.04270462633452
Side Part,H,Male,0.5103295073834335,0.1416666666666666,234,12.350260416666666,12.857393542349088
Side Part,H,Male,0.5014416569950979,0.1333333333333333,236,11.34375,12.3164265129683
Side Part,H,Male,0.5300551964586444,0.15,234,9.64453125,12.928037545628367
Side Part,H,Male,0.5270923106792559,0.1479166666666666,234,9.260416666666666,12.451287404314543
Side Part,H,Male,0.4977412372689562,0.1416666666666666,236,8.209635416666666,11.385384570664495
Side Part,H,Male,0.5277639454469244,0.1520833333333333,234,7.875,12.540983606557376
Side Part,H,Male,0.5179518605026233,0.1458333333333333,233,8.135416666666668,12.575545851528384
Side Part,H,Male,0.5212028699235859,0.1583333333333333,233,7.65234375,13.613748241912798
Side Part,H,Male,0.530110063164019,0.1395833333333333,228,7.62890625,13.744302082050018
Side Part,H,Male,0.5337330763227097,0.1416666666666666,225,7.278645833333333,13.421052631578949
Side Part,H,Male,0.479434745337642,0.1416666666666666,251,10.174479166666666,11.07703777335984
Side Part,H,Male,0.4623269058098038,0.15625,254,9.4375,10.150968904912125
Side Part,H,Male,0.4660696622385232,0.1520833333333333,255,10.368489583333334,11.590909090909092
Side Part,H,Male,0.469626591270713,0.1604166666666666,255,10.096354166666668,9.1272370679088
Side Part,H,Male,0.4556762720536943,0.1541666666666666,253,9.104166666666668,9.551847972467456
Side Part,H,Male,0.4602357389915613,0.1583333333333333,255,9.315104166666668,9.0691685062546
Side Part,H,Male,0.4636042491974751,0.1583333333333333,255,9.42578125,9.109854123250969
Side Part,H,Male,0.4630872050632008,0.15625,253,9.204427083333332,9.38921651221567
Side Part,H,Male,0.4632858154728473,0.15625,253,8.782552083333334,10.7868860439079
Side Part,H,Male,0.4653499667854134,0.1541666666666666,257,8.428385416666668,10.835237493315184
Undercut,S,Male,0.4626488222394293,0.0375,183,2.8776041666666665,33.712654179990864
Undercut,S,Male,0.4299041231359173,0.025,180,2.5546875,33.13572986815897
Undercut,S,Male,0.4167844844420458,0.0208333333333333,178,2.321614583333333,32.56361017762842
Undercut,S,Male,0.4370153451439585,0.0333333333333333,182,2.430989583333333,34.87261146496815
Undercut,S,Male,0.4403156307085314,0.0354166666666666,181,2.5963541666666665,33.32427111652761
Undercut,S,Male,0.4451503863862918,0.0375,182,2.485677083333333,34.85473068578436
Undercut,S,Male,0.4497431489999029,0.0354166666666666,182,2.7408854166666665,33.3052504189164
Undercut,S,Male,0.4564208849385282,0.04375,182,2.669270833333333,33.70306370259667
Undercut,S,Male,0.4476971139447437,0.0333333333333333,179,2.60546875,34.79983163408475
Undercut,S,Male,0.4495340401281962,0.0375,179,2.5299479166666665,33.99515393386545
Undercut,S,Male,0.5471852031193584,0.1375,233,2.7252604166666665,26.14760716382854
Undercut,S,Male,0.533302014593752,0.1375,212,3.067708333333333,26.974856538810027
Undercut,S,Male,0.6067090173169308,0.2,234,2.692708333333333,25.423014814294746
Undercut,S,Male,0.5205887761562631,0.1395833333333333,211,2.298177083333333,27.817492754700154
Undercut,S,Male,0.5217635303865589,0.14375,224,1.9140625,24.66937485894832
Undercut,S,Male,0.5289142298923613,0.1458333333333333,223,2.165364583333333,28.003678126407447
Undercut,S,Male,0.5010269944089865,0.125,209,1.9309895833333333,27.218776004236325
Undercut,S,Male,0.4936315554163663,0.1229166666666666,209,1.8893229166666667,27.76408314658836
Undercut,S,Male,0.5055392447686426,0.1229166666666666,208,1.9505208333333333,26.71766342141864
Undercut,S,Male,0.4993645282704507,0.1166666666666666,209,1.85546875,27.25732848634852
Undercut,D,Male,0.593711724011512,0.05,207,10.901041666666666,18.621241991128635
Undercut,D,Male,0.5940960908303758,0.0833333333333333,198,11.557291666666666,17.526419267633326
Undercut,D,Male,0.5844644159583455,0.13125,199,10.794270833333334,16.797879177377894
Undercut,D,Male,0.578015671623687,0.1333333333333333,203,9.854166666666666,17.773030184241474
Undercut,D,Male,0.585269352952641,0.1291666666666666,202,10.01171875,16.401256161551917
Undercut,D,Male,0.5428702465047245,0.1145833333333333,200,10.651041666666666,17.185373452488317
Undercut,D,Male,0.5689511782397744,0.1291666666666666,197,10.244791666666666,18.66111387369468
Undercut,D,Male,0.570028707660541,0.1229166666666666,200,9.31640625,19.215928765767995
Undercut,D,Male,0.5764998688454929,0.1208333333333333,199,10.4296875,17.946339017051155
Undercut,D,Male,0.5776831703698928,0.125,199,10.665364583333334,17.38540807914262
Undercut,D,Male,0.46270677987385,0.0604166666666666,182,11.662760416666666,35.929987717143355
Undercut,D,Male,0.5138683032864406,0.0666666666666666,183,11.251302083333334,42.18651211801897
Undercut,D,Male,0.5175000433992869,0.0583333333333333,183,12.0546875,42.74920042643923
Undercut,D,Male,0.5112841455034278,0.05625,182,12.186197916666666,40.63899045750468
Undercut,D,Male,0.5177244113891836,0.0645833333333333,184,12.4609375,41.416409351565946
Undercut,D,Male,0.5275638541199403,0.0770833333333333,185,11.489583333333334,42.31585788561525
Undercut,D,Male,0.495763907888515,0.0520833333333333,184,11.854166666666668,41.88384408368782
Undercut,D,Male,0.5124691886922872,0.0625,183,11.444010416666666,42.114622766088566
Undercut,D,Male,0.514302313757053,0.0604166666666666,182,11.166666666666666,42.26877851877852
Undercut,D,Male,0.5114879247608057,0.0666666666666666,183,10.580729166666666,41.1619530416222
Undercut,D,Male,1.1291677381049203,0.4083333333333333,190,11.358072916666668,17.270015318874467
Undercut,D,Male,0.6068198536077408,0.1104166666666666,191,10.463541666666666,19.10562929793699
Undercut,D,Male,0.6676403430189178,0.1395833333333333,194,11.014322916666666,18.40532981120348
Undercut,D,Male,0.6452985690854609,0.1354166666666666,195,9.592447916666668,17.87466150870406
Undercut,D,Male,0.6161370129597001,0.125,193,9.330729166666666,19.000626811878085
Undercut,D,Male,0.6212418945483319,0.11875,192,8.752604166666666,18.74583663758921
Undercut,D,Male,0.6258211864188993,0.1291666666666666,193,8.154947916666666,16.57720761844798
Undercut,D,Male,0.625935805241637,0.1208333333333333,191,8.428385416666668,18.318383870455627
Undercut,D,Male,0.6248021574313727,0.11875,192,8.64453125,17.834730538922155
Undercut,D,Male,0.6065205434714572,0.1145833333333333,192,8.264322916666666,18.429507931369372
Undercut,R,Male,0.6030590381999782,0.0958333333333333,174,4.854166666666666,19.99116525620757
Undercut,R,Male,0.6361661742209721,0.09375,174,4.873697916666667,19.6961894953656
Undercut,R,Male,0.6548470529284036,0.1020833333333333,174,5.348958333333333,20.367790470883254
Undercut,R,Male,1.3939619289111762,0.4458333333333333,176,5.18359375,19.90496401550101
Undercut,R,Male,0.6542382182239431,0.0979166666666666,174,5.139322916666666,18.947441473119277
Undercut,R,Male,1.319967369300763,0.4291666666666666,174,5.10546875,20.468069329873018
Undercut,R,Male,0.6220293495934679,0.0916666666666666,174,4.32421875,20.563757150765824
Undercut,R,Male,0.656474716482683,0.1041666666666666,176,4.06640625,20.6484375
Undercut,R,Male,1.3710208804577484,0.4541666666666666,177,3.592447916666667,19.825072886297377
Undercut,R,Male,1.36947991004866,0.4479166666666667,176,3.5390625,19.75753780084101
Undercut,R,Male,0.5868184944868748,0.0854166666666666,178,1.984375,19.613640405477504
Undercut,R,Male,0.6276712660835077,0.09375,177,2.424479166666667,21.61796536796537
Undercut,R,Male,0.6535153460327155,0.1125,177,2.569010416666667,20.07892125913232
Undercut,R,Male,1.3523087937904568,0.4479166666666667,175,2.696614583333333,20.139453019225563
Undercut,R,Male,0.6240507426086102,0.0875,176,2.635416666666667,20.001379310344827
Undercut,R,Male,0.5973268957885808,0.0833333333333333,178,1.7968749999999998,20.80226904376013
Undercut,R,Male,0.608929097577423,0.0833333333333333,177,2.1861979166666665,20.34757911820395
Undercut,R,Male,0.6098943510813577,0.0875,177,1.9010416666666663,19.894750985309926
Undercut,R,Male,1.3282131850030747,0.4520833333333333,179,1.3489583333333333,21.151021139376567
Undercut,R,Male,0.6388188020461314,0.1,177,1.6184895833333337,19.571364452423698
Undercut,R,Male,0.5084746296588091,0.10625,196,4.58203125,32.19044170890659
Undercut,R,Male,0.5686355966087413,0.1458333333333333,198,4.173177083333333,30.30260047281324
Undercut,R,Male,0.5261761845955761,0.1270833333333333,197,3.5690104166666665,30.078040068333596
Undercut,R,Male,0.5185944508818181,0.1229166666666666,197,3.860677083333333,33.245354893881675
Undercut,R,Male,0.5393328850023841,0.125,198,3.6497395833333335,33.99867374005305
Undercut,R,Male,0.5243183213797392,0.1270833333333333,197,3.7721354166666665,32.275188323917135
Undercut,R,Male,0.5224800216295369,0.1291666666666666,197,3.7408854166666665,32.28
Undercut,R,Male,0.5446038757077916,0.1395833333333333,197,3.5729166666666665,33.30246189917937
Undercut,R,Male,0.5257691550239975,0.13125,197,3.516927083333333,32.21284446887022
Undercut,R,Male,0.5125036773615506,0.1229166666666666,197,2.872395833333333,32.91426541406805
Undercut,S,Male,0.5015712516072682,0.0020833333333333,190,13.371093749999998,34.582191780821915
Undercut,S,Male,0.5221382486144265,0.0583333333333333,190,13.416666666666666,37.16546762589928
Undercut,S,Male,0.5151794922433509,0.1125,189,13.25390625,36.999571734475374
Undercut,S,Male,0.5190847403489675,0.1104166666666666,189,13.104166666666666,39.20350907669591
Undercut,S,Male,0.6672427175025448,0.1854166666666666,188,13.127604166666668,38.28466193107077
Undercut,S,Male,0.5303057618475431,0.1125,188,13.098958333333332,38.4375
Undercut,S,Male,0.531012788875076,0.1104166666666666,188,13.08203125,36.71431061530416
Undercut,S,Male,0.52307870097138,0.1041666666666666,189,12.96484375,37.59391080617496
Undercut,S,Male,0.5324031460219922,0.1083333333333333,188,13.11328125,37.60131578947368
Undercut,S,Male,0.5210870110948517,0.10625,188,12.819010416666668,37.28229027962716
Undercut,S,Male,0.581884814959892,0.1520833333333333,207,6.149739583333334,21.7175572519084
Undercut,S,Male,0.5994904904857307,0.14375,206,6.23828125,23.187083585705636
Undercut,S,Male,0.5785649244428596,0.1375,206,7.15625,22.56084494106842
Undercut,S,Male,0.5989529193819318,0.15,205,7.19140625,22.337928897839053
Undercut,S,Male,0.6219873470212572,0.1625,205,7.571614583333333,22.425928828970054
Undercut,S,Male,0.573846581837515,0.1333333333333333,204,7.516927083333333,22.8930669800235
Undercut,S,Male,0.6185204120437872,0.1583333333333333,206,7.251302083333333,22.73108584868679
Undercut,S,Male,0.6164214742296429,0.1583333333333333,205,6.416666666666666,23.70617955693743
Undercut,S,Male,0.6220314393968037,0.1520833333333333,202,6.579427083333334,23.06920442780919
Undercut,S,Male,0.6071470573434392,0.15,202,6.510416666666667,23.502865329512893
Undercut,O,Male,0.4663478460780564,-0.0125,213,16.6171875,38.346294773050175
Undercut,O,Male,0.4757762781108364,-0.0020833333333333,213,16.591145833333336,38.06590151795631
Undercut,O,Male,0.58260299084367,-0.0083333333333333,208,16.440104166666668,38.884834663626
Undercut,O,Male,0.6344507112330652,0.0291666666666666,211,16.484375,37.13703343555988
Undercut,O,Male,0.5159365418409327,0.0916666666666666,213,16.5546875,37.852895264996654
Undercut,O,Male,0.5055687102738405,0.1083333333333333,212,16.40234375,38.93115267118694
Undercut,O,Male,0.5000995947346498,0.1145833333333333,209,16.444010416666664,38.03729146221786
Undercut,O,Male,0.5039983637413393,0.125,210,16.33984375,39.01249053747161
Undercut,O,Male,0.4970869153081269,0.1229166666666666,210,16.3359375,38.040479421076434
Undercut,O,Male,0.4980423387532443,0.125,210,16.274739583333332,38.97978497880073
Undercut,O,Male,0.4432144126297241,0.1354166666666666,236,14.111979166666666,20.06045379602732
Undercut,O,Male,0.5654802236964204,0.1645833333333333,237,14.208333333333334,21.375232630272954
Undercut,O,Male,0.6216688104852027,0.1208333333333333,238,14.196614583333334,22.554795585263484
Undercut,O,Male,0.4434621964621368,0.1125,234,13.838541666666668,21.43985322271857
Undercut,O,Male,0.3491352553981757,0.1125,235,13.640625,21.94822888283379
Undercut,O,Male,0.3598132206485633,0.14375,237,13.686197916666668,21.824869482676792
Undercut,O,Male,0.3870880038829178,0.1854166666666666,238,13.970052083333334,21.73183711244794
Undercut,O,Male,0.3834485267359309,0.1916666666666666,240,14.131510416666668,21.8327239488117
Undercut,O,Male,0.3394589171627934,0.15,240,13.799479166666668,20.673017587164452
Undercut,O,Male,0.3450191777004276,0.1458333333333333,236,13.858072916666666,22.356823002592503
Undercut,S,Male,0.5166666666666667,0.1895833333333333,185,0.6067708333333333,22.679388653829548
Undercut,S,Male,0.5660866826231357,0.0729166666666666,187,0.2291666666666666,23.33333333333333
Undercut,S,Male,0.5916261679096041,0.0770833333333333,187,0.1184895833333333,22.5581098339719
Undercut,S,Male,0.5702306952018962,0.0729166666666666,187,0.0,20.649128950363306
Undercut,S,Male,0.5748594112666341,0.0770833333333333,187,0.0,23.008507347254447
Undercut,S,Male,0.5744821408084094,0.0708333333333333,187,0.0,21.91933418693982
Undercut,S,Male,0.5283689865704431,0.0583333333333333,188,0.0,23.07981018119068
Undercut,S,Male,0.5650913779225591,0.0729166666666666,187,0.0,22.09811127254081
Undercut,S,Male,0.5488965746783457,0.0604166666666666,186,0.0,20.55838231423809
Undercut,S,Male,0.5560005501388328,0.0645833333333333,186,0.0,22.62775942986268
Undercut,D,Male,0.6886461233365072,0.0291666666666666,222,14.141927083333334,9.66375906170802
Undercut,D,Male,0.6168006152415884,0.0979166666666666,223,13.365885416666668,9.951923076923077
Undercut,D,Male,0.6151853465970899,0.1166666666666666,223,12.893229166666668,11.056313698393504
Undercut,D,Male,0.6091763031989763,0.1145833333333333,221,11.942708333333334,9.200953558184708
Undercut,D,Male,0.623348136346463,0.11875,223,9.640625,10.222133394243947
Undercut,D,Male,0.9266387867233944,0.3041666666666666,222,10.13671875,9.7589092398619
Undercut,D,Male,0.631859553462366,0.1229166666666666,223,9.028645833333334,9.94790762285119
Undercut,D,Male,0.6251023430221851,0.1104166666666666,219,10.268229166666666,10.39967373572594
Undercut,D,Male,0.6240201656193017,0.1104166666666666,214,11.125,12.16756056963196
Undercut,D,Male,0.6184421540810676,0.1083333333333333,215,9.876302083333334,10.00632911392405
Undercut,D,Male,0.6014420956827737,0.1791666666666666,212,10.040364583333334,25.53438975050573
Undercut,D,Male,0.5670005923630141,0.1520833333333333,211,9.704427083333334,25.338706386451744
Undercut,D,Male,0.5680967376195953,0.1625,212,9.807291666666666,25.971434292197824
Undercut,D,Male,0.5510797603983981,0.1583333333333333,214,7.415364583333334,24.84727536614329
Undercut,D,Male,0.5467143370812801,0.1520833333333333,215,6.9453125,24.31115767417496
Undercut,D,Male,0.5555916287718853,0.15625,215,7.06640625,25.410037941822537
Undercut,D,Male,0.5878207207571792,0.1770833333333333,214,7.203125000000001,23.652272273604364
Undercut,D,Male,0.5729289884505828,0.1708333333333333,214,6.822916666666666,24.44760820045558
Undercut,D,Male,0.5429275282921244,0.1479166666666666,213,6.583333333333333,25.375593129719977
Undercut,D,Male,0.544708394812302,0.1458333333333333,214,4.908854166666667,25.44174952969632
Undercut,D,Male,0.5294149895455947,0.10625,225,14.388020833333334,13.716563485574117
Undercut,D,Male,0.5441188373547188,0.1208333333333333,225,13.619791666666666,13.482445196934592
Undercut,D,Male,0.5309400254519411,0.1125,225,12.9765625,13.257660412868317
Undercut,D,Male,0.559896934803114,0.1333333333333333,226,12.7890625,14.911584476218266
Undercut,D,Male,0.5675841963155118,0.1375,226,12.02734375,13.79780309194467
Undercut,D,Male,0.5324050113762578,0.1041666666666666,224,13.53125,13.710674668121476
Undercut,D,Male,0.5413308883760037,0.1125,220,13.515625,13.430287108275474
Undercut,D,Male,0.5195406090278974,0.1104166666666666,225,10.43359375,13.591408591408593
Undercut,D,Male,0.5519141624570967,0.1229166666666666,224,9.80078125,13.746957192899128
Undercut,D,Male,0.5264365339642014,0.10625,225,9.940104166666666,15.11211959423385
Undercut,S,Male,0.5082486962348188,0.1166666666666666,242,22.99609375,24.178106751357443
Undercut,S,Male,0.5608172147709078,0.1708333333333333,248,22.96223958333333,24.87804878048781
Undercut,S,Male,0.5534106078651465,0.1729166666666666,243,22.709635416666664,26.01802352222392
Undercut,S,Male,0.5472949747532077,0.16875,240,22.873697916666664,26.279408807560827
Undercut,S,Male,0.5263379977518327,0.1541666666666666,246,23.00390625,26.513219901780843
Undercut,S,Male,0.5408854785402768,0.1666666666666666,246,22.34375,27.010931962262266
Undercut,S,Male,0.5381197633921397,0.16875,246,22.09765625,24.46465775699985
Undercut,S,Male,0.5364764985335361,0.1645833333333333,246,22.471354166666664,23.90505665651675
Undercut,S,Male,0.5430275685478568,0.16875,248,22.20703125,26.25688871700667
Undercut,S,Male,0.5227925177657814,0.1583333333333333,247,21.75390625,26.027828310143075
Undercut,S,Male,0.4172658542622386,0.1416666666666666,224,7.548177083333334,24.76381711974837
Undercut,S,Male,0.5005675289533406,0.1229166666666666,226,7.544270833333333,23.80324828593908
